3.77	41.06105263
3.769	40.85263158
3.767	40.64631579
3.769	40.43789474
3.766	40.22947368
3.764	40.02105263
3.764	39.81263158
3.763	39.60421053
3.762	39.39578947
3.761	39.18736842
3.76	38.97894737
3.759	38.77263158
3.758	38.56421053
3.756	38.35578947
3.756	38.14736842
3.755	37.93894737
3.755	37.73052632
3.754	37.52421053
3.752	37.31578947
3.752	37.10736842
3.751	36.89894737
3.75	36.69052632
3.748	36.48210526
3.746	36.27578947
3.746	36.06736842
3.745	35.85894737
3.744	35.65052632
3.743	35.44210526
3.741	35.23368421
3.74	35.02526316
3.739	34.81894737
3.736	34.61052632
3.735	34.40210526
3.735	34.19368421
3.734	33.98526316
3.731	33.77684211
3.73	33.56842105
3.729	33.36210526
3.728	33.15368421
3.727	32.94526316
3.726	32.73684211
3.724	32.52842105
3.723	32.32
3.721	32.11157895
3.72	31.90526316
3.719	31.69684211
3.717	31.48842105
3.716	31.28
3.714	31.07157895
3.712	30.86315789
3.711	30.65473684
3.708	30.44842105
3.707	30.24
3.705	30.03157895
3.703	29.82315789
3.702	29.61473684
3.699	29.40631579
3.699	29.19789474
3.696	28.99157895
3.695	28.78315789
3.693	28.57473684
3.691	28.36631579
3.689	28.15789474
3.688	27.94947368
3.686	27.74105263
3.683	27.53473684
3.681	27.32631579
3.679	27.11789474
3.677	26.90947368
3.675	26.70105263
3.673	26.49263158
3.67	26.28421053
3.668	26.07578947
3.666	25.86736842
3.664	25.66105263
3.662	25.45263158
3.66	25.24421053
3.658	25.03578947
3.656	24.82736842
3.654	24.61894737
3.651	24.41052632
3.648	24.20210526
3.646	23.99368421
3.642	23.78526316
3.64	23.57684211
3.638	23.36842105
3.635	23.16
3.632	22.95157895
3.63	22.74315789
3.628	22.53473684
3.625	22.32631579
3.622	22.11789474
3.619	21.90947368
3.618	21.70105263
3.614	21.49263158
3.611	21.28421053
3.609	21.07578947
3.606	20.86736842
3.604	20.65894737
3.601	20.45052632
3.599	20.24210526
3.596	20.03368421
3.593	19.82526316
3.59	19.61684211
3.588	19.40842105
3.584	19.2
3.581	18.99157895
3.579	18.78315789
3.575	18.57473684
3.574	18.36631579
3.57	18.15789474
3.569	17.94947368
3.566	17.74105263
3.564	17.53263158
3.562	17.32631579
3.559	17.11789474
3.557	16.90947368
3.555	16.70105263
3.553	16.49263158
3.55	16.28421053
3.549	16.07578947
3.546	15.86736842
3.544	15.65894737
3.543	15.45052632
3.54	15.24210526
3.538	15.03368421
3.536	14.82526316
3.535	14.61684211
3.533	14.40842105
3.531	14.2
3.528	13.99157895
3.527	13.78315789
3.525	13.57473684
3.523	13.36631579
3.52	13.15789474
3.519	12.94947368
3.517	12.74105263
3.514	12.53263158
3.513	12.32421053
3.511	12.11578947
3.509	11.90736842
3.507	11.69894737
3.504	11.49263158
3.501	11.28421053
3.5	11.07578947
3.499	10.86736842
3.495	10.65894737
3.494	10.45052632
3.492	10.24210526
3.489	10.03368421
3.486	9.825263158
3.484	9.616842105
3.481	9.408421053
3.478	9.2
3.475	8.991578947
3.471	8.783157895
3.469	8.574736842
3.464	8.366315789
3.461	8.157894737
3.458	7.949473684
3.452	7.741052632
3.448	7.532631579
3.443	7.324210526
3.437	7.115789474
3.432	6.907368421
3.426	6.698947368
3.419	6.490526316
3.411	6.282105263
3.403	6.073684211
3.396	5.867368421
3.387	5.658947368
3.378	5.450526316
3.369	5.242105263
3.358	5.033684211
3.349	4.825263158
3.339	4.616842105
3.327	4.408421053
3.317	4.2
3.304	3.991578947
3.291	3.783157895
3.278	3.576842105
3.265	3.368421053
3.251	3.16
3.235	2.951578947
3.219	2.743157895
3.202	2.534736842
3.184	2.326315789
3.164	2.117894737
3.145	1.909473684
3.123	1.701052632
3.1	1.492631579
3.073	1.284210526
3.043	1.077894737
3.013	0.869473684
2.973	0.661052632
2.921	0.452631579
2.861	0.244210526
2.794	0.035789474
2.749	-0.088421053
